📋MASTER ASSET LIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assets - Current,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Subitems,Sortable Asset #,Asset - Category,Asset - Subcategory,Market,🗺️LOCATIONS🗺️,Brand,Model,S/N,Description,Assigned to (People),IP,Mac Addresses,Ports & Protocols,Status,Labelled?,Replacement,Health,Impact,Est. Date of Receival,OG Est. Equipment Life (Yrs),Current Est. Equipment Life (Yrs),Age (Only Year),OG vs Current Life Difference (Yrs),OG Est. End of Life Date,Current Est. End of Life,OG Equipment Life Timeline - Start,OG Equipment Life Timeline - End,Current Equipment Life Timeline - Start,Current Equipment Life Timeline - End,Est. Replacement Cost($),Est. Replacement Project Costs,Actual Acquisition ($),Vehicle - Insurance Broker,Vehicle - Insurance Provider,Vehicle - Policy #,Vehicle - Permit # / Customer #,Vehicle - Plate #,Vehicle - Lease (Mths),Vehicle - Lease Start Date,Vehicle - Lease End Date,Vehicle - Allowance/Yr (kms),Vehicle - Plate Renewal Date,FE Asset Number,Total Replacement Est. ($),Current 12 month Activity,link to 🧱TX SITE BREAKDOWN,Item ID (auto generated)
248,,248,Personnel Equipment,Desktop,Regina,TX Site - Regina - Farm,LOGIC Supply,Unknown,U578157,Orange Solid State Desktop,,,00:22:4D:B3:53:17,,In Use,Yes,Do Not Replace,Aging,Low,2017-01-01,5,8,9,3,2022-01-01,2025-01-01,2017-01-01,2022-01-01,2017-01-01,2025-01-01,2250,,,,,,,,,,,,,,2250,,,4482508824
247,,247,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,Mackie,802-VLZ3,0025511AVBY0773,Premium Mic / Line Mixer,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Low,2010-01-01,15,17,16,2,2025-01-01,2027-01-01,2010-01-01,2025-01-01,2010-01-01,2027-01-01,300,,,,,,,,,,,,,,300,,,4482508843
246,,246,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,Mackie,HR824,(21)EL11122,Speakers,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Low,2015-01-01,11,20,11,9,2026-01-01,2035-01-01,2015-01-01,2026-01-01,2015-01-01,2035-01-01,1080,,,,,,,,,,,,,,1080,,,4482508819
245,,245,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,Mackie,HR824,(21)EL28058,Speakers,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Low,2015-01-01,11,20,11,9,2026-01-01,2035-01-01,2015-01-01,2026-01-01,2015-01-01,2035-01-01,1080,,,,,,,,,,,,,,1080,,,4482508762
244,,244,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,Mackie,HR824,(21)EL27972,Speakers,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Low,2015-01-01,11,20,11,9,2026-01-01,2035-01-01,2015-01-01,2026-01-01,2015-01-01,2035-01-01,1080,,,,,,,,,,,,,,1080,,,4482508742
243,,243,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,Mackie,HR824,(21)EL28033,Speakers,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Low,2015-01-01,11,20,11,9,2026-01-01,2035-01-01,2015-01-01,2026-01-01,2015-01-01,2035-01-01,1080,,,,,,,,,,,,,,1080,,,4482508715
242,,242,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Axia,IQ 6F Expansion Frame,0284L0222,6 Fader Expansion board for main IQ console,,,,,Not in Use,Yes,Probably Replace,Healthy,Not in Use,2015-01-01,10,13,11,3,2025-01-01,2028-01-01,2015-01-01,2025-01-01,2015-01-01,2028-01-01,2835,,,,,,,,,,,,,,2835,,,4482508737
241,,241,Technical Equipment,Power,Cobourg,TX Site - Cobourg - Strathy,APC,SMX1000,AS1010230950,UPS,,,,,Not in Use,Yes,Do Not Replace,Damaged,Not in Use,2016-01-01,5,5,10,,2021-01-01,2021-01-01,2016-01-01,2021-01-01,2016-01-01,2021-01-01,1700,,,,,,,,,,,,,,1700,,,4482508779
240,,240,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,ART,Head Amp 6,M160500336,Proffesional Six Channel Headphone Amplifier,,N/A,,,In Use,Yes,Possibly Replace,Healthy,Medium,2010-01-01,15,20,16,5,2025-01-01,2030-01-01,2010-01-01,2025-01-01,2010-01-01,2030-01-01,200,,,,,,,,,,,,,,200,,,4482508294
239,,239,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Furman,M-8x2,02830164900745,Power Conditioner,,N/A,,,In Use,Yes,Do Not Replace,Healthy,Medium,2021-01-01,10,10,5,,2031-01-01,2031-01-01,2021-01-01,2031-01-01,2021-01-01,2031-01-01,150,,,,,,,,,,,,,,150,,,4482508835
238,,238,Technical Equipment,Broadcast,,Office - Belleville - National Media Centre,Axia,IQ Core,0276K0024,Integrated Console Engine (Amortization may be under Asset # 166),,,,,In Use,Yes,Possibly Replace,Chronic,Critical,2015-01-01,10,15,11,5,2025-01-01,2030-01-01,2015-01-01,2025-01-01,2015-01-01,2030-01-01,7560,,,,,,,,,,,,,,7560,,,4482508712
237,,237,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,JK Audio,innkeeper PBX,1072,Digital Hybrid Telephone Interface,,,,,Not in Use,Yes,Do Not Replace,Chronic,Not in Use,,,,,,,,,,,,840,,,,,,,,,,,,,,840,,,4482508477
236,,236,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,JK Audio,innkeeper PBX,1031,Digital Hybrid Telephone Interface,,,,,Not in Use,Yes,Do Not Replace,Chronic,Not in Use,,,,,,,,,,,,840,,,,,,,,,,,,,,840,,,4482508447
235,,235,Technical Equipment,AV,Belleville,Office - Belleville - National Media Centre,JK Audio,innkeeper PBX,IPBX04264,Digital Hybrid Telephone Interface,,,,,Not in Use,Yes,Do Not Replace,Chronic,Not in Use,,,,,,,,,,,,840,,,,,,,,,,,,,,840,,,4482508420
234,,234,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Middle Atlantic Products,PD-2415SC-NS,05051506,PDU - 24 Outlet Power Strip - Rack 1,,,,,Not in Use,Yes,Do Not Replace,Healthy,Not in Use,2016-01-01,10,10,10,,2026-01-01,2026-01-01,2016-01-01,2026-01-01,2016-01-01,2026-01-01,950,,,,,,,,,,,,,,950,,,4482508432
233,,233,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,Middle Atlantic Products,PD-2415SC-NS,05051606,PDU - 24 Outlet Power Strip - Rack 2,,,,,Not in Use,Yes,Do Not Replace,Healthy,Not in Use,2016-01-01,10,10,10,,2026-01-01,2026-01-01,2016-01-01,2026-01-01,2016-01-01,2026-01-01,950,,,,,,,,,,,,,,950,,,4482508391
232,,232,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Middle Atlantic Products,MRK-4436,08031609,Rack - 44U - Rack 1,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2018-12-01,50,50,8,,2068-12-01,2068-12-01,2018-12-01,2068-12-01,2018-12-01,2068-12-01,2000,,,,,,,,,,,,,,2000,,,4482508359
231,,231,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Middle Atlantic Products,MRK-4436,08091609,Rack - 44U - Rack 2,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2018-12-01,50,50,8,,2068-12-01,2068-12-01,2018-12-01,2068-12-01,2018-12-01,2068-12-01,2000,,,,,,,,,,,,,,2000,,,4482508327
230,,230,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,Apple,A1347,C07PV31FG1HW,Mac Mini,Dwayne Jamieson,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2017-01-01,7,7,9,,2024-01-01,2024-01-01,2017-01-01,2024-01-01,2017-01-01,2024-01-01,2250,,,,,,,,,,,,,,2250,,,4482508273
229,,229,Technical Equipment,Connectivity,Belleville,Office - Belleville - National Media Centre,Cisco,SG102-24 V02,PSZ18411DZ6,24 Port Gigabit Switch,,,,,Not in Use,Yes,Do Not Replace,Healthy,Not in Use,2016-01-01,15,15,10,,2031-01-01,2031-01-01,2016-01-01,2031-01-01,2016-01-01,2031-01-01,150,,,,,,,,,,,,,,150,,,4482508628
228,,228,Technical Equipment,Connectivity,Belleville,Office - Belleville - National Media Centre,Cisco,SG102-24 V02,PSZ19021DU5,24 Port Gigabit Switch,,,,,Not in Use,Yes,Do Not Replace,Healthy,Not in Use,2016-01-01,15,15,10,,2031-01-01,2031-01-01,2016-01-01,2031-01-01,2016-01-01,2031-01-01,150,,,,,,,,,,,,,,150,,,4482508290
227,,227,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,APC,SMX2200RMLV2U,AS1536242089,UPS - Rack 1,,,,,Not in Use,Yes,Do Not Replace,Chronic,Not in Use,2016-01-01,5,5,10,,2021-01-01,2021-01-01,2016-01-01,2021-01-01,2016-01-01,2021-01-01,2700,,,,,,,,,,,,,,2700,,,4482508756
226,,226,Technical Equipment,Power,Belleville,Office - Belleville - National Media Centre,APC,SMT2200RM2U,IS1149004158,UPS - Rack 2,,,,,Not in Use,Yes,Do Not Replace,Chronic,Not in Use,2016-01-01,5,5,10,,2021-01-01,2021-01-01,2016-01-01,2021-01-01,2016-01-01,2021-01-01,2700,,,,,,,,,,,,,,2700,,,4482508730
225,,225,Technical Equipment,Connectivity,Belleville,Office - Belleville - National Media Centre,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,48 Port Patch Panel,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2016-01-01,15,15,10,,2031-01-01,2031-01-01,2016-01-01,2031-01-01,2016-01-01,2031-01-01,100,,,,,,,,,,,,,,100,,,4482508767
224,,224,Technical Equipment,Connectivity,Belleville,Office - Belleville - National Media Centre,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,48 Port Patch Panel,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2016-01-01,15,15,10,,2031-01-01,2031-01-01,2016-01-01,2031-01-01,2016-01-01,2031-01-01,100,,,,,,,,,,,,,,100,,,4482508734
223,,223,Technical Equipment,Connectivity,Belleville,Office - Belleville - National Media Centre,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,48 Port Patch Panel,,N/A,,,In Use,Yes,Replace,Healthy,Critical,2019-01-01,15,15,7,,2034-01-01,2034-01-01,2019-01-01,2034-01-01,2019-01-01,2034-01-01,100,,,,,,,,,,,,,,100,,,4482508699
222,,222,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,QSC,SPA2-60,VHJAB1650,Amplifier,,N/A,,,In Use,Yes,Probably Replace,Healthy,Low,2020-01-01,15,15,6,,2035-01-01,2035-01-01,2020-01-01,2035-01-01,2020-01-01,2035-01-01,950,,,,,,,,,,,,,,950,,,4482508747
221,,221,Technical Equipment,Connectivity,Belleville,Office - Belleville - National Media Centre,Tripp Lite,B070-016-19-IP,1209029,16-Port Console IP KVM Switch,,,,,Damaged,Yes,Do Not Replace,Damaged,Not in Use,2015-05-01,10,10,11,,2025-05-01,2025-05-01,2015-05-01,2025-05-01,2015-05-01,2025-05-01,2000,,,,,,,,,,,,,,2000,,,4482508664
220,,220,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Amb - OS Media,AMR-100,2000917,Teaching program download device,,192.168.100.104,00:A0:E1:2E:88:15,,In Use,Yes,Possibly Replace,Healthy,Critical,2014-01-01,10,13,12,3,2024-01-01,2027-01-01,2014-01-01,2024-01-01,2014-01-01,2027-01-01,595,,,,,,,,,,,,,,595,,,4482508665
219,,219,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Telos,Iport,0305LZ0427,Higher Density Codec,,"192.168.100.119, 172.16.0.200",58:50:AB:40:24:45,,In Use,Yes,Replace,Healthy,Critical,2021-01-01,10,10,5,,2031-01-01,2031-01-01,2021-01-01,2031-01-01,2021-01-01,2031-01-01,13000,,,,,,,,,,,,,,13000,,,4482508596
218,,218,Technical Equipment,Connectivity,Belleville,TX Site - Belleville - Read,Cisco,C3850,FOC1933U0JE,Managed Network Switch,,,,,Not in Use,Yes,Possibly Replace,Chronic,Not in Use,2015-01-01,15,15,11,,2030-01-01,2030-01-01,2015-01-01,2030-01-01,2015-01-01,2030-01-01,3500,,,,,,,,,,,,,,3500,,,4482508271
217,,217,Technical Equipment,Broadcast,Regina,TX Site - Regina - Farm,Telos,ZIPONE,0289L1070,Codec,,192.168.0.101,"00:90:FB:78:92:35, 58:50:AB:00:18:76","9150 - UDP, 9151 - UDP, 9152 - UDP, 9153 - UDP, 8888 - TCP",In Use,Yes,Replace,Healthy,Critical,2023-03-01,10,10,3,,2033-03-01,2033-03-01,2023-03-01,2033-03-01,2023-03-01,2033-03-01,4000,,,,,,,,,,,,,,4000,,,4482508301
215,,215,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z4 G4,MXL2294FX6,Zetta SPLITS,,,,,In Use,Yes,Replace,Healthy,Critical,2023-01-01,7,7,3,,2030-01-01,2030-01-01,2023-01-01,2030-01-01,2023-01-01,2030-01-01,10000,,,,,,,,,,,,,120,10000,,,4482508378
214,,214,Personnel Equipment,Laptop,Windsor,Residence - Sarah Master,ASUS,X541UAK,H7N0CX14V512290,,Sarah Masters,,,,In Use,No,Probably Replace,Aging,Low,2018-01-01,5,9,8,4,2023-01-01,2027-01-01,2018-01-01,2023-01-01,2018-01-01,2027-01-01,1750,,,,,,,,,,,,,,1750,,,4482508783
213,,213,Personnel Equipment,Laptop,Belleville,Residence - John Roeper,ASUS,TP410UAR,HCN0CX298622529,,John Roeper,,,,In Use,Yes,Do Not Replace,Aging,Low,2018-01-01,5,5,8,,2023-01-01,2023-01-01,2018-01-01,2023-01-01,2018-01-01,2023-01-01,1750,,,,,,,,,,,,,,1750,,,4482508581
212,,212,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,Acer,A515-51,NXGTPAA006806009413400,,Brad Linnard,,,,In Use,Yes,Replace,Aging,Low,2017-01-01,5,10,9,5,2022-01-01,2027-01-01,2017-01-01,2022-01-01,2017-01-01,2027-01-01,1750,,,,,,,,,,,,,,1750,,,4482508571
211,,211,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z400 Workstation,2UA2110PNP,,,,,,Spare Parts,Yes,Do Not Replace,Aging,,2010-01-01,7,15,16,8,2017-01-01,2025-01-01,2010-01-01,2017-01-01,2010-01-01,2025-01-01,2250,,,,,,,,,,,,,,2250,Work on replacing,,4482508916
210,,210,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,Acer,TC-603,DTSPZAA00450502F843000,,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2015-01-01,7,10,11,3,2022-01-01,2025-01-01,2015-01-01,2022-01-01,2015-01-01,2025-01-01,2250,,,,,,,,,,,,,,2250,Work on replacing,,4482508425
209,,209,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z440 Workstation,2UA6292N66,,,,,,In Use,Yes,Replace,Aging,Critical,2017-05-01,7,10,9,3,2024-05-01,2027-05-01,2017-05-01,2024-05-01,2017-05-01,2027-05-01,2250,,,,,,,,,,,,,,2250,,,4482508889
207,,207,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,ASUS,X541UAK,H6N0CX25T301262,Broken Screen (Goes Black),,,,,Spare Parts,Yes,Do Not Replace,,,2018-01-01,5,5,8,,2023-01-01,2023-01-01,2018-01-01,2023-01-01,2018-01-01,2023-01-01,1750,,,,,,,,,,,,,,1750,,,4482508553
206,,206,Personnel Equipment,Desktop,Fort McMurray,Office - Fort McMurray - King,Acer,Aspire TC-780,DTB89AA018714033953000,,,,,,In Use,Yes,Do Not Replace,Aging,Low,2018-12-01,6,6,8,,2024-12-01,2024-12-01,2018-12-01,2024-12-01,2018-12-01,2024-12-01,2250,,,,,,,,,,,,,,2250,,,4482508592
205,,205,Personnel Equipment,Desktop,Fort McMurray,Office - Fort McMurray - King,Acer,Aspire TC-780,DTB89AA018714033773000,,,,,,In Use,Yes,Do Not Replace,Aging,Low,2018-12-01,6,6,8,,2024-12-01,2024-12-01,2018-12-01,2024-12-01,2018-12-01,2024-12-01,2250,,,,,,,,,,,,,,2250,,,4482508574
204,,204,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,Lenovo,10AL0009US,MG0089KD,,Richard Wand,,,,In Use,Yes,Do Not Replace,Aging,Low,2012-01-01,7,14,14,7,2019-01-01,2026-01-01,2012-01-01,2019-01-01,2012-01-01,2026-01-01,2250,,,,,,,,,,,,,,2250,,,4482508656
203,,203,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z240 Workstation,2UA6492CLY,,,,,,Not in Use,Yes,Possibly Replace,Aging,Low,2012-01-01,7,17,14,10,2019-01-01,2029-01-01,2012-01-01,2019-01-01,2012-01-01,2029-01-01,2250,,,,,,,,,,,,,,2250,,,4482508864
202,,202,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,HP,Zbook 17 G3,CND7368TDX,,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2017-01-01,5,8,9,3,2022-01-01,2025-01-01,2017-01-01,2022-01-01,2017-01-01,2025-01-01,3000,,,,,,,,,,,,,,3000,,,4482508841
201,,201,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z210 Workstation,2UA20906KC,Brad's PC,Brad Linnard,,,,In Use,Yes,Replace,Aging,Medium,2012-01-01,7,14,14,7,2019-01-01,2026-01-01,2012-01-01,2019-01-01,2012-01-01,2026-01-01,2250,,,,,,,,,,,,,,2250,Work on replacing,,4482508764
200,,200,Personnel Equipment,Tablet,Regina,Residence - Dabria Karapita,Apple,A1567,DMPSW8H6HG6R,iPad Air 2,Dabria Karapita,,,,In Use,Yes,Do Not Replace,Aging,Low,2017-01-01,5,5,9,,2022-01-01,2022-01-01,2017-01-01,2022-01-01,2017-01-01,2022-01-01,0,,,,,,,,,,,,,,0,,,4482508227
195,,195,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,ASUS,TP410UAR,HCN0CX298568527,Cracked Screen - Spare Parts Laptop,,,,,Spare Parts,Yes,Do Not Replace,,,2018-01-01,5,5,8,,2023-01-01,2023-01-01,2018-01-01,2023-01-01,2018-01-01,2023-01-01,1750,,,,,,,,,,,,,,1750,,,4482508612
194,,194,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,ASUS,X541UAK,H6N0CX25T26026H,,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2018-01-01,5,5,8,,2023-01-01,2023-01-01,2018-01-01,2023-01-01,2018-01-01,2023-01-01,1750,,,,,,,,,,,,,,1750,,,4482508550
193,,193,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z440 Workstation,2UA6292N5R,PRODUCTION Studio Computer,,,,,In Use,Yes,Replace,Aging,Medium,2017-05-01,7,9,9,2,2024-05-01,2026-05-01,2017-05-01,2024-05-01,2017-05-01,2026-05-01,2250,,,,,,,,,,,,,,2250,Work on replacing,,4482508709
192,,192,Personnel Equipment,Desktop,,Office - Belleville - National Media Centre,Lenovo,10AY001RUS,MJ01HPRD,ThinkCentre M73,Dwayne Jamieson,,,,Not in Use,Yes,Do Not Replace,Aging,Low,2017-01-01,7,7,9,,2024-01-01,2024-01-01,2017-01-01,2024-01-01,2017-01-01,2024-01-01,2250,,,,,,,,,,,,,,2250,,,4482508820
190,,190,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z440 Workstation,2UA6292N4S,Zetta Backup Desktop,,,,,Spare Parts,Yes,Do Not Replace,,,2017-05-01,7,7,9,,2024-05-01,2024-05-01,2017-05-01,2024-05-01,2017-05-01,2024-05-01,2250,,,,,,,,,,,,,,2250,,,4482508788
189,,189,Personnel Equipment,Laptop,Belleville,Office - Belleville - National Media Centre,Lenovo,20KL0018US,PF1AUGHJ,ThinkPad A475,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2018-01-01,5,5,8,,2023-01-01,2023-01-01,2018-01-01,2023-01-01,2018-01-01,2023-01-01,1750,,,,,,,,,,,,,,1750,,,4482508632
188,,188,Personnel Equipment,Desktop,Windsor,Residence - Sarah Master,HP,Z440 Workstation,2UA5161F4P,,Sarah Masters,,,,In Use,No,Replace,Chronic,High,2017-05-01,7,9,9,2,2024-05-01,2026-05-01,2017-05-01,2024-05-01,2017-05-01,2026-05-01,2250,,,,,,,,,,,,,,2250,TLC Mitigation,,4482508738
186,,186,Personnel Equipment,Desktop,Belleville,Office - Belleville - National Media Centre,HP,Z400 Workstation,2UA21200GL,,,,,,In Use,Yes,Possibly Replace,Aging,Low,2010-01-01,7,19,16,12,2017-01-01,2029-01-01,2010-01-01,2017-01-01,2010-01-01,2029-01-01,2250,,,,,,,,,,,,,,2250,,,4482508647
185,,185,Personnel Equipment,Laptop,,Office - Belleville - National Media Centre,ASUS,X541UAK,H6N0CX25T252263,,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2018-01-01,5,7,8,2,2023-01-01,2025-01-01,2018-01-01,2023-01-01,2018-01-01,2024-01-01,1750,,,,,,,,,,,,,,1750,,,4482508679
184,,184,Personnel Equipment,Laptop,Belleville,Residence - Linda Korgemets,ASUS,X541UAK,H7N0CX14V38929D,This is with Linda Korgemets,Linda Korgemets,,,,In Use,No,Probably Replace,Aging,Medium,2018-01-01,5,9,8,4,2023-01-01,2027-01-01,2018-01-01,2023-01-01,2018-01-01,2027-01-01,1750,,,,,,,,,,,,,,1750,,,4482508528
183,,183,Personnel Equipment,Tablet,Belleville,Office - Belleville - National Media Centre,Apple,MP262CL/A,F9FT70D9HLJL,iPad 5th Gen,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2017-01-01,5,5,9,,2022-01-01,2022-01-01,2017-01-01,2022-01-01,2017-01-01,2022-01-01,0,,,,,,,,,,,,,,0,,,4482508164
182,,182,Personnel Equipment,Tablet,Belleville,Office - Belleville - National Media Centre,Apple,A1567,DMPSW4DXHG6R,iPad Air 2,,,,,In Use,Yes,Do Not Replace,Aging,Low,2017-01-01,5,5,9,,2022-01-01,2022-01-01,2017-01-01,2022-01-01,2017-01-01,2022-01-01,0,,,,,,,,,,,,,,0,,,4482508577
181,,181,Personnel Equipment,Tablet,Belleville,Office - Belleville - National Media Centre,Apple,A1567,DMPSW5WCHG6R,iPad Air 2,,,,,Not in Use,Yes,Do Not Replace,Aging,Not in Use,2017-01-01,5,5,9,,2022-01-01,2022-01-01,2017-01-01,2022-01-01,2017-01-01,2022-01-01,0,,,,,,,,,,,,,,0,,,4482508544
180,,180,Personnel Equipment,Tablet,Belleville,Office - Belleville - National Media Centre,Apple,iPad Pro,DMPV42T4HP51,"10.5"", 2nd Generation",,,,,In Use,Yes,Do Not Replace,Aging,Low,2017-01-01,5,5,9,,2022-01-01,2022-01-01,2017-01-01,2022-01-01,2017-01-01,2022-01-01,0,,,,,,,,,,,,,,0,,,4482508139
170,,170,Technical Equipment,Broadcast,Fort McMurray,Office - Fort McMurray - King,Unknown,Unknown,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,STL Antenna,,N/A,,,In Use,Not Necessary,Probably Replace,Healthy,Critical,2018-12-01,26,26,8,,2044-12-01,2044-12-01,2018-12-01,2044-12-01,2018-12-01,2044-12-01,500,,429.98,,,,,,,,,,,116,500,,,4482508458
169,,169,Technical Equipment,,Belleville,Office - Belleville - National Media Centre,Various,Computer Accessories,,"RAM, Monitors, Mice and Keyboards",,N/A,,,In Use,Not Necessary,N/A,N/A,N/A,2020-08-31,5,5,6,,2025-08-31,2025-08-31,2020-08-31,2025-08-31,2020-08-31,2025-08-31,,,2987.9,,,,,,,,,,,115,0,,,4482508844
168,,168,Personnel Equipment,Laptop,,,Acer,Aspire A517-51G,NXGSXAA00283103C1A3400,,,,,,Not in Use,No,Do Not Replace,Aging,Not in Use,2018-12-17,3,7,8,4,2021-12-17,2025-12-17,2018-12-17,2021-12-17,2018-12-17,2025-12-17,1750,,769.97,,,,,,,,,,,114,1750,Deeper Review Required,,4482508372
167,,167,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,AV Shop,Rack,NOT LIKELY TO GET/ MAY NOT HAVE/CANNOT FIND,Rack - 16U - Studio (On Wheels),,N/A,,,In Use,No,Replace,Healthy,Critical,2017-03-31,50,50,9,,2067-03-31,2067-03-31,2017-03-31,2067-03-31,2017-03-31,2067-03-31,500,,449.5,,,,,,,,,,,113,500,,,4482508599
166,,166,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Various,Belleville Main Control Room,,Various Studio Items and Accessories,,N/A,,,In Use,Not Necessary,N/A,N/A,N/A,2017-09-01,20,20,9,,2037-09-01,2037-09-01,2017-09-01,2037-09-01,2017-09-01,2037-09-01,50000,,38251.41,,,,,,,,,,,112,50000,,,4482508618
165,,165,Technical Equipment,Broadcast,Belleville,Office - Belleville - National Media Centre,Axia,GPIO XNode,0301L1766,Audio Converter,,172.16.0.130,,,In Use,Yes,Replace,Healthy,Critical,2016-10-11,10,11,10,1,2026-10-11,2027-10-11,2016-10-11,2026-10-11,2016-10-11,2027-10-11,2825,,2783.06,,,,,,,,,,,111,2825,,,4482508651
164,,164,Building,,Belleville,Office - Belleville - National Media Centre,BelCon,Building,,10 Dundas St. W Building,,,,,In Use,Not Necessary,N/A,N/A,N/A,2018-12-01,50,50,8,,2068-12-01,2068-12-01,2018-12-01,2068-12-01,2018-12-01,2068-12-01,1800000,,1484760.69,,,,,,,,,,,110,1800000,,,4482508763
163,,163,Building,Chattel,Belleville,Office - Belleville - National Media Centre,Various,Various,,"James Office, Reception, Meeting Room",,,,,In Use,Not Necessary,N/A,N/A,N/A,2020-08-30,10,10,6,,2030-08-30,2030-08-30,2020-08-30,2030-08-30,2020-08-30,2030-08-30,3000,,2049.41,,,,,,,,,,,109,3000,,,4482508791
162,,162,Building,Chattel,Belleville,Office - Belleville - National Media Centre,EXC Office Furniture,Blue Cubicle Walls,,Short Cubicle Walls,,,,,In Use,Not Necessary,N/A,N/A,N/A,2020-09-28,20,20,6,,2040-09-28,2040-09-28,2020-09-28,2040-09-28,2020-09-28,2040-09-28,5000,,4176,,,,,,,,,,,108,5000,,,4482508804
161,,161,Building,Chattel,Belleville,Office - Belleville - National Media Centre,Amazon,Mesh Back Office Chair,,16 Office Chairs,,,,,In Use,Not Necessary,N/A,N/A,N/A,2017-12-31,10,10,9,,2027-12-31,2027-12-31,2017-12-31,2027-12-31,2017-12-31,2027-12-31,6000,,5004.16,,,,,,,,,,,107,6000,,,4482508626
160,,160,Building,Chattel,Belleville,Office - Belleville - National Media Centre,Quinte Home Solutions,UV Blinds,,2nd floor blinds at 10 Dundas St,,,,,In Use,Not Necessary,N/A,N/A,N/A,2021-08-31,10,10,5,,2031-08-31,2031-08-31,2021-08-31,2031-08-31,2021-08-31,2031-08-31,10000,,8848,,,,,,,,,,,106,10000,,,4482508780
159,,159,Building,Chattel,Chatham,Office - Chatham - Centre,Peck Signs,Digital Sign,N/A,Digital Sign,,,,,In Use,Not Necessary,Do Not Replace,Healthy,Low,2017-11-30,15,15,9,,2032-11-30,2032-11-30,2017-11-30,2032-11-30,2017-11-30,2032-11-30,5000,1500,6616.55,,,,,,,,,,,105,6500,,,4482508660
